"title","date","click","text","text_number","topic","year","month","yyyy","mm"
"초등고학년 밀크T괜찮을까요?","2022-01-18 14:50:00.000","352","다른학습지 몇개 체험했는데 이번에 밀크티도 한번 체험해볼까하는데, 하고 계신분들 어떤가해서요. 기계는 삼성 구형모델 인거죠?
한번하면 1년은 기본으로 해야하니 생각이 많아지네요.
앨리하이는 너무 인강 위주라 아이가 별 흥미를 못느끼더라구요. 와이즈캠프, 밀크티도 중학연계까지 된다고 하니 괜찮은것 같아서요.","6898635","초등 밀크티","2022","01","2022","01"
"초1 윙크-밀크티 뭐가 좋을까요 (추천인x)","2022-01-18 01:10:00.000","340","윙크는 1년하고있고
밀크티는 체험중인데 고민이네요
윙크 학습지양도 넉넉하고 만족중인데
초등이니 밀크티로 가야하나도 싶고ㅜㅜ","6898063","초등 밀크티","2022","01","2022","01"
"초등 예비 4학년 영어공부","2022-01-17 15:59:00.000","572","저희 아인 따로 뭐 학원을 다니진 않고 있어요.
3학년때부터 영어수업이 있잖아요.
간단한 문장 읽고 말하는 정도인데...
4학년 수업은 어느정도 수준의 영어수업을 하는지요.
예를 들면... 문법을 배우기 시작한다던지...
아니면 그냥 3학년때처럼 간단한 문장을 말할 정도의 수업인지...
방학때 문법을 좀 배우도록 집에서 준비하고 있는데...
시작해도 되는건지...
그리고 제가 전형적인 눈으로 보고 읽고 독해하는 정도의 수준이라 전부터 듣기와 말하기가 안되는데 ㅋㅋㅋㅋㅋㅋ
아이가 저처럼 되질 않게 했음 해요..ㅡㅜ
듣기와 말하기...
어떻게 공부하는게 효율적인지...
조언 좀 부탁드립니다.","6897553","초등 밀크티","2022","01","2022","01"
"초등저학년맘님들 지나고보니 아이들 학습지(지면,패드등. ) 효과있었다고 생각하시나요?","2022-01-11 11:16:00.000","1077","지면학습지&엄마표워크북& 패드학습지결정만
몇일째 고민중인지 몰라요ㅜ
그걸 결정해야 워크북을 정하든 업체를 정하든 할껀데 말이죠..
패드영상은 분명 좋아할아이들이라 손으로 쓰는것도 함께할수있는거면좋겠고,
약정은 제가 묻어있는 같아서 싫고..
초등준비초등준비 하는데 패드는 초등가서 해두 늦지않을것같아서 그동안 엄마표로 습관잡는거만 할까생각중이었거든요..
선배맘님들의 의견이 궁금하네요.
하라마라좀 해주세요..
단,업체 홍보 추천은 사절합니다ㅜ
ps 갑자기 챗팅이 너무 마니오네요ㅜ 업체분은 제반보내지말아주세요ㅜ 학습지,패드 다 좋은거 다압니다. 몰라서 고민하는거아니니깐요..챗 답장은 죄송합니다만 보내지않는점 양해바랍니다ㅜ","6891035","초등 밀크티","2022","01","2022","01"
"학습기 문의드려요~^^","2022-01-09 17:05:00.000","164","안녕하세요~
초등학교 입학 서류내러갔다가 교문앞에서 아이스크림홈런 학습기 설명문 받아서 어쩌다보니 지금 10일체험까지하고있어요~
아이는 지금 첫 체험중이라 재미있어하고는 있는데
이거 해보신 부모님 계신가요? 어떠신가요?
그리고 이런 계열?로 다른종류 추천해주실만한거 있을까요?
입학을 앞두고 신셰계라 모르는것도 찾아봐야할것도 엄청 많네요~^^;","6889211","초등 밀크티","2022","01","2022","01"
"와캠, 밀크티 실제 하시는 분들~ 학습보상 부분 궁금합니다!","2022-01-07 01:41:00.000","812","안녕하세요.
예비 초등 아이가 지금 두 기기 동시 무료체험 중이에요.
둘 중 하나로 결정을 해야하는데
고민이 계속 되어서요;;
현재 ""실제로 하시는 분들께"" 여쭙니다~
와캠은 쌤과의 쪽지랑 캐니로 보상이 확실하더라고요;;
아이가 와캠에선 이 부분을 가장 좋아하는데
이게 무료체험 중이라 신경을 더 써주시는 건지
실제도 가입해도 비슷하게 보상이 주어지는지 정말 궁금합니다!!!!!
그리고 밀크티는 이런 보상이 원래 없는 건가요?
쪽지로 (얕긴 하지만;;)쌤과 소통?보상을 준다거나
컵을 준다거나 하는 거요~
현재 무료체험 중엔 전혀 없거든요;;
저는 그런 얕은 소통과 보상이 큰 의미없다는 걸 알지만
8세 아이에겐 또 다른 문제 같아서요.ㅎ
사실 밀크티로 마음이 좀 기운 상태인데
보상 부분 때문에 고민이 되네요 ^^;;
현재 실제로 하시는 분들의 솔직한 조언 꼭 부탁드립니다!!!","6886858","초등 밀크티","2022","01","2022","01"
"중2 혹시 인강으로 학원대체 하시는 분도 계시나요?","2022-01-06 12:24:00.000","760","저희집아이 학원이 자꾸 선생님도 바뀌고 또 이사도 예정되어 있어서 당장 1월1일부터 수학학원 쉬고 있는데 맘이 불아하네요
이사는 하늘체더 퍼스트1단지로 가는데요
근처에서 학원이나 인강 추천부탁드립니다.
인강도 괜찮을까요???? 에효 고민스러워요~ ㅠㅠ","6886104","초등 밀크티","2022","01","2022","01"
"예비초 다들 학습지 하시나요?","2022-01-05 10:40:00.000","582","요즘 패드로 많이들 하는거 같더라구요
저희 아이만 너무 놀게하나 싶어서 고민이 되네요
하시는분들은 추천도 부탁드립니다^^","6884884","초등 밀크티","2022","01","2022","01"
"키즈테블릿 어떤거 사야되나요?","2022-01-04 23:03:00.000","2201","이제 7살됐어요. 요즘 애들 공부도 다 테블릿으로 하던데
23년엔 초등학교도 갈텐데 키즈테블릿 사줘야 할지 아니면 갤텝같은거 사줘야될지 모르겟네요.
7살 된 아이들 테블릿 다들 뭐쓰시나요??","6884614","초등 밀크티","2022","01","2022","01"
"밀크티초등체험해보신분이요","2022-01-04 20:06:00.000","926","예비초1이라..
학습지 알아보고있어서
밀크티 무료체험이라해서 체험신청했는데요..
체험시에도 일단결제가되는건가요?
기기보내준다고
구성품확인안내가 왓는데
뭔가 새재품을..보내주는듯한느낌이라...
원래이런건지 해보신분들께 여쭤요..","6884447","초등 밀크티","2022","01","2022","01"
"초등3학년 밀크티 괜찮은가요?","2022-01-04 19:20:00.000","794","현재 수학,영어는 월,수,금 눈높이러닝센타 다니구요
국어는 집에서 문제집 조금씩풀었어요
3학년되면 아무래도 과목이 늘어나는데..
저는 공부랑은 거리가 먼 엄마라서..ㅜㅜ
공부 어떻게 시키셨어요?
수학,영어 그대로 센타보낼꺼고
다른과목들 집에서 밀크티 해보는건 어떨까요?
공유부탁드려요~~","6884398","초등 밀크티","2022","01","2022","01"
"와이즈캠프&밀크티 추천인 부탁드려요^^","2022-01-02 16:22:00.000","238","초등3,초등1 올라가는 딸 둘인데 두개 비교해보고 선택하려구요 추천인코드 등록하면 양쪽에 다 좋다고 하더라구요 ^^","6882112","초등 밀크티","2022","01","2022","01"
"예비초등 태블릿 학습지는 어디가 만족도가 높나요?","2022-04-27 20:58:00.000","627","윙크
웅진스마트올
홈런
와이즈캠프
이 정도 있는거 같던데 방식은 다 비슷한거죠? 태블릿 받고 1년 약정하고. 어디가 만족도가 높을까요? 저희
지역은 윙크를 많이들 하는거 같더라구요~ 1년만 할 생각인데 선택지가 많아도 고민이네요","918445","초등 밀크티","2022","04","2022","04"
"밀크티초등 영어 문제집 연계되는 거 다들 알고 계셨나요ㅜ","2022-04-22 21:58:00.000","1041","밀크티초등 하는 분들 영어 교재 있는거다들 알고 계셨나요???
학기마다 보내주는 문제집에 영어 과목은 없어서 밀크티 홈페이지에
있는 학습 자료실에서 지면 프린트해서 병행해주고 있었거든요ㅜ
찾아보니까 있더라구요 저는 이제야 알아서 문제집 인터넷으로
구매해서 기다리고 있거든요 영어도 밀크티 패드 수업이랑
문제집 병행해주면 더 효과 좋을 것 같아서 기대중이네요ㅜ
혹시 몰라서 필요하신 분 있으실까봐 아래에 써놓을게요
단계마다 다르겠지만 스피킹은 Way to Go 해피하우스 문제집
워즈는 초등영어 교과서 영단어 천재교육 문제집
파닉스는 초등영어 교과서 문제집 파닉스 천재교육 문제집
리딩은 학습지 해법 영어 워즈 천재교육 문제집
그래머는 Grammer ZaP 천재교육 문제집 이렇게 있는 것 같아요
혹시 다른 분들도 밀크티랑 연계되는 문제집 알고 계신거 있으시면
같이 공유해요 ㅜㅜ","916094","초등 밀크티","2022","04","2022","04"
"밀크T초등 오늘의 학습이요~~","2022-04-21 18:47:00.000","203","시작한지 2주 정도 됐는데 밀크T초등 오늘의 학습 진도
설정하실 때 학교 진도에 맞춰서 설정해놓으셨나요~~??
저희는 아이 수준에 맞춰서 설정되어 있어서
하루에 오늘의 학습 한 번 하고 교과 과목 현행은
과목별로 날마다 1~2개 정해놓고 번갈아가면서
과목별 학교 공부에서 해주고 있거든요~~
어려운 문제 같은 거 있거나 복습은 지면 문제집으로
해주고 있는데 그냥 오늘의 학습을 학교 진도에 맞춰서
설정해놓고 심화랑 개념 위주로 해서 과목별로 추가
공부해주는 게 더 나을지 고민이네요^^;
먼저 밀크T로 공부 해주고 계신 분들 있으심 조언 좀 해주세요~","915406","초등 밀크티","2022","04","2022","04"
"6학년이 들을만한 인강 있을까요? (+하소연)","2022-04-21 12:27:00.000","648","6학년인데 아이가 원하지 않아 따로 학원은 다니지 않아요.
집에서 매일 와캠 패드수업하고 영어단어 10개씩 외우기,
수학, 독해, 국어, 사회, 과학 등 문제집 풀고 구몬하고 끝..
화상영어 주2회, 방문미술 일주일에 한번 2시간씩, 월수금 배드민턴 1시간씩
이게 전부예요. 이것도 자긴 너무 바쁘대요.. 패드로 그림그리는거 좋아하고
책읽는거 좋아하는데 그 시간이 충분하지 않다고 느끼는듯요..
하지만 같은 학년 다른 친구들은 학원을 최소 2~3개는 다닐것 같은데
조바심이 안나나봐요. 수업태도 좋고 집중 잘해서
학교에서 시험보는 것들은 거의 다 백점이에요.
하지만 이게 전부는 아니잖아요.. 중학교 갈 준비도 해야되고ㅠㅠ
학원다니는 친구들이 학원숙제가 많아서 11시 12시에 잔다고 하니
겁부터 나는것 같은데;; 집에서 EBS 강좌 같은거 책 사서 인강 보여주면
어떨까 싶거든요. 혹시 추천해주실만한게 있을까요?
제가 들었으면 하는건 중학대비 될만한 영어랑 수학쪽이에요..","915197","초등 밀크티","2022","04","2022","04"
"5학년.학습지 고민되네요.","2022-04-20 08:54:00.000","272","무료체험을 해.보고 결정할까 했는데,
영사?분들이 전화오셔서
무료체험 안하고.바로 정회원 등록하면은 혜택이 크다고
안내해주시더라구요.
비교해보니 크긴하더라구요.
그래서
밀크티랑 엘리하이 놓고 고민 중인데
초등5학년은 어떤게 더 나을까요?
하고계신분들 어떠신지 궁금하여 글 올려 보아요~","914529","초등 밀크티","2022","04","2022","04"
"단원평가..는 정말 기본적인거 맞죠??","2022-04-14 11:13:00.000","1025","집에서 밀크티하고
학원은 킥복싱 피아노 어학원 이렇게 다녀요
학교서 단원평가 보고오면 점수가 참.. 그래요ㅠㅠ
다들 1-2개 틀리는 기본적인거라고하는데
1-2개도 아니고 5개…
긴장을 하는건지 아는거도 틀려오면
표정관리가 안되더라구요 ㅜㅜ
초등 점수가 무슨상관이야 하는데
이해는 하면서도 그게 잘 안되요ㅜㅜ 워낙 느린아이예요 학습적으로..그래서 더더 신경이 쓰이네여ㅜ
어제도 틀린거 체크해주면서
잘 풀었는데 다음엔 좀더 꼼꼼히 풀자 했는데
아들이 눈치를 챘는지 엄마 내가 너무 못봐서 기분 안좋아? 하드라구여ㅠㅠ
그래두 맘 잡고 “아니야 다음에 더 잘하면되지 “ 하고 넘기고 괜히 저 혼자 자괴감에 빠졌어요 ㅜ
이런 기본적인거도 안되는데 학원 두개 세개 보내는게 잘하는건지..
피아노 킥복싱은 좋아해서 다니고있거든요 ㅜ
아님 두 예체능을 끊고 기본을 다져주고
다시 이끌어줘야할지 고민이 많아져요ㅠㅠ
밀크티에서도 푸는데 공부머리가 없는지 너무 답답하네요ㅠㅠ 맘님들 의견좀 주세요ㅠㅠ","911668","초등 밀크티","2022","04","2022","04"
"밀크티 하는 초등학생 있나요","2022-04-13 21:32:00.000","505","지금 방과후만 바둑, 코딩, 영어 연극 3개 해주고 있고
학교 교과 공부는 아직 집에서 케어 해주고 있어요
스케줄 짜 봤을 때 학원이나 공부방을 추가로 하는 건
무리 같고 경제적으로도 부담이 없지 않아 있어서 ㅠㅠㅠ
밀크티 요즘 자주 보이던데 발품 팔아서 알아봤을 때
저학년 때 시작해서 습관이나 예복습 잡아주기 좋다고
해서 혹하고 체험해볼까 하거든요;; 문제집도 온다고 하던데
문제집 사진도 혹시 받아볼 수 있을까요?","911421","초등 밀크티","2022","04","2022","04"
"7세 영어공부 궁금해요","2022-04-06 10:11:00.000","297","7살 여아예요
내년에 초등학교에 입학하다보니
이제 교육에 관심이 가기 시작해서 이거저거 해보려고 하는데
고민되는 부분이 있네요
우선 일반 유치원에 다니고 있고
유치원에서 방과후로 영어수업 2회, 발레, 미술 하고 있어요
그리고 피아노 학원 주 3회, 밀크티, 화상영어 하고 있고요
한글은 어려운 받침 글자만 하면 다 떼는거라...현재는 같이 독서논술 주 2~3회 풀고 있어요
영어는 작년에 방과후 하면서 알파벳은 알게 되었고 어떤 소리가 나는지만 알고 있어요
그래서 기특한 마음에 파닉스 화상영어를 했는데
선생님이 하는 말을 전혀 못 알아 들어요 ㅠㅠㅠㅠ
뭐 are you ready? 정도만......
선생님이 한글을 섞어가면서 잘해주시기는 하는데
수업에 영 재미를 못 느끼고 자기전 책읽는 시간에도 영어책 읽는걸 거부하더라고요 ㅠㅠㅠ
이럴때는 어떻게 영어교육을 풀어가는게 좋을까요?","907252","초등 밀크티","2022","04","2022","04"
